Store ID,Product ID,Date,Units Sold,Sales Revenue (USD),Discount Percentage,Marketing Spend (USD),Store Location,Product Category,Day of the Week,Holiday Effect,Year,Month
Spearsland,52372247,2022-03-19,5,1903.95,0,0.0,Kyrgyz Republic,Furniture,Saturday,False,2022,3
Spearsland,52372247,2022-03-20,9,3427.11,0,0.0,Saudi Arabia,Furniture,Sunday,False,2022,3
Spearsland,52372247,2022-03-21,3,1142.37,0,104.0,Thailand,Furniture,Monday,False,2022,3
Spearsland,52372247,2022-03-22,7,2665.53,0,0.0,Seychelles,Furniture,Tuesday,False,2022,3
Spearsland,52372247,2022-03-23,8,3046.32,0,103.0,Algeria,Furniture,Wednesday,False,2022,3
Spearsland,52372247,2022-03-24,5,1903.95,0,0.0,Botswana,Furniture,Thursday,False,2022,3
Spearsland,52372247,2022-03-25,5,1903.95,0,85.0,Jamaica,Furniture,Friday,False,2022,3
Spearsland,52372247,2022-03-26,6,2284.74,0,0.0,Slovakia (Slovak Republic),Furniture,Saturday,False,2022,3
Spearsland,52372247,2022-03-27,6,2284.74,0,0.0,Anguilla,Furniture,Sunday,False,2022,3
Spearsland,52372247,2022-03-28,7,2665.53,0,0.0,El Salvador,Furniture,Monday,False,2022,3
Spearsland,52372247,2022-03-29,2,761.58,0,0.0,Macao,Furniture,Tuesday,False,2022,3
Spearsland,52372247,2022-03-30,3,1142.37,0,0.0,Colombia,Furniture,Wednesday,False,2022,3
Spearsland,52372247,2022-03-31,2,761.58,0,0.0,Congo,Furniture,Thursday,False,2022,3
Spearsland,52372247,2022-04-01,4,1523.16,0,0.0,Faroe Islands,Furniture,Friday,False,2022,4
Spearsland,52372247,2022-04-02,4,1523.16,0,0.0,Mauritius,Furniture,Saturday,False,2022,4
Spearsland,52372247,2022-04-03,0,0.0,0,24.0,Saint Barthelemy,Furniture,Sunday,False,2022,4
Spearsland,52372247,2022-04-04,7,2665.53,0,24.0,North Macedonia,Furniture,Monday,False,2022,4
Spearsland,52372247,2022-04-05,7,2665.53,0,83.0,Nigeria,Furniture,Tuesday,False,2022,4
Spearsland,52372247,2022-04-06,6,2284.74,0,178.0,Korea,Furniture,Wednesday,False,2022,4
Spearsland,52372247,2022-04-07,4,1523.16,0,0.0,Zimbabwe,Furniture,Thursday,False,2022,4
Spearsland,52372247,2022-04-08,4,1523.16,0,0.0,American Samoa,Furniture,Friday,False,2022,4
Spearsland,52372247,2022-04-09,7,2665.53,0,86.0,Saint Vincent and the Grenadines,Furniture,Saturday,False,2022,4
Spearsland,52372247,2022-04-10,10,3807.9,0,66.0,Estonia,Furniture,Sunday,False,2022,4
Spearsland,52372247,2022-04-11,13,4702.76,5,150.0,Suriname,Furniture,Monday,False,2022,4
Spearsland,52372247,2022-04-12,9,3427.11,0,19.0,Poland,Furniture,Tuesday,False,2022,4
Spearsland,52372247,2022-04-13,8,3046.32,0,127.0,French Guiana,Furniture,Wednesday,False,2022,4
Spearsland,52372247,2022-04-14,7,2665.53,0,153.0,Belarus,Furniture,Thursday,False,2022,4
Spearsland,52372247,2022-04-15,3,1142.37,0,99.0,United Arab Emirates,Furniture,Friday,False,2022,4
Spearsland,52372247,2022-04-16,5,1523.16,20,30.0,Iceland,Furniture,Saturday,False,2022,4
Spearsland,52372247,2022-04-17,10,3807.9,0,53.0,Sri Lanka,Furniture,Sunday,False,2022,4
Spearsland,52372247,2022-04-18,4,1294.69,15,0.0,Saint Lucia,Furniture,Monday,False,2022,4
Spearsland,52372247,2022-04-19,8,2741.69,10,0.0,Kenya,Furniture,Tuesday,False,2022,4
Spearsland,52372247,2022-04-20,7,2665.53,0,0.0,Bhutan,Furniture,Wednesday,False,2022,4
Spearsland,52372247,2022-04-21,3,1028.13,10,97.0,Moldova,Furniture,Thursday,False,2022,4
Spearsland,52372247,2022-04-22,8,3046.32,0,0.0,France,Furniture,Friday,False,2022,4
Spearsland,52372247,2022-04-23,11,4188.69,0,15.0,Egypt,Furniture,Saturday,False,2022,4
Spearsland,52372247,2022-04-24,5,1903.95,0,175.0,Gibraltar,Furniture,Sunday,False,2022,4
Spearsland,52372247,2022-04-25,4,1523.16,0,0.0,Kiribati,Furniture,Monday,False,2022,4
Spearsland,52372247,2022-04-26,9,3427.11,0,0.0,Bangladesh,Furniture,Tuesday,False,2022,4
Spearsland,52372247,2022-04-27,10,3617.5,5,0.0,Lebanon,Furniture,Wednesday,False,2022,4
Spearsland,52372247,2022-04-28,13,4950.27,0,2.0,Ireland,Furniture,Thursday,False,2022,4
Spearsland,52372247,2022-04-29,8,3046.32,0,0.0,Lesotho,Furniture,Friday,False,2022,4
Spearsland,52372247,2022-04-30,5,1903.95,0,0.0,Cote d'Ivoire,Furniture,Saturday,False,2022,4
Spearsland,52372247,2022-05-01,8,3046.32,0,0.0,Norway,Furniture,Sunday,False,2022,5
Spearsland,52372247,2022-05-02,3,1142.37,0,4.0,Australia,Furniture,Monday,False,2022,5
Spearsland,52372247,2022-05-03,6,2284.74,0,144.0,Martinique,Furniture,Tuesday,False,2022,5
Spearsland,52372247,2022-05-04,3,1142.37,0,0.0,Faroe Islands,Furniture,Wednesday,False,2022,5
Spearsland,52372247,2022-05-05,4,1523.16,0,0.0,Mauritania,Furniture,Thursday,False,2022,5
Spearsland,52372247,2022-05-06,7,2132.42,20,145.0,Tajikistan,Furniture,Friday,False,2022,5
Spearsland,52372247,2022-05-07,4,1523.16,0,61.0,Micronesia,Furniture,Saturday,False,2022,5
Spearsland,52372247,2022-05-08,14,5331.06,0,0.0,Pakistan,Furniture,Sunday,False,2022,5
Spearsland,52372247,2022-05-09,8,3046.32,0,106.0,Cambodia,Furniture,Monday,False,2022,5
Spearsland,52372247,2022-05-10,2,761.58,0,0.0,Dominican Republic,Furniture,Tuesday,False,2022,5
Spearsland,52372247,2022-05-11,2,761.58,0,0.0,Rwanda,Furniture,Wednesday,False,2022,5
Spearsland,52372247,2022-05-12,2,761.58,0,157.0,Papua New Guinea,Furniture,Thursday,False,2022,5
Spearsland,52372247,2022-05-13,2,761.58,0,36.0,Cayman Islands,Furniture,Friday,False,2022,5
Spearsland,52372247,2022-05-14,4,1523.16,0,0.0,Togo,Furniture,Saturday,False,2022,5
Spearsland,52372247,2022-05-15,5,1903.95,0,0.0,India,Furniture,Sunday,False,2022,5
Spearsland,52372247,2022-05-16,4,1370.84,10,25.0,Cyprus,Furniture,Monday,False,2022,5
Spearsland,52372247,2022-05-17,4,1523.16,0,0.0,Nauru,Furniture,Tuesday,False,2022,5
Spearsland,52372247,2022-05-18,4,1523.16,0,0.0,United States of America,Furniture,Wednesday,False,2022,5
Spearsland,52372247,2022-05-19,7,2665.53,0,165.0,Guyana,Furniture,Thursday,False,2022,5
Spearsland,52372247,2022-05-20,2,761.58,0,14.0,Mexico,Furniture,Friday,False,2022,5
Spearsland,52372247,2022-05-21,5,1713.56,10,0.0,Uruguay,Furniture,Saturday,False,2022,5
Spearsland,52372247,2022-05-22,4,1523.16,0,0.0,Saudi Arabia,Furniture,Sunday,False,2022,5
Spearsland,52372247,2022-05-23,3,1142.37,0,165.0,Uzbekistan,Furniture,Monday,False,2022,5
Spearsland,52372247,2022-05-24,4,1523.16,0,0.0,Mayotte,Furniture,Tuesday,False,2022,5
Spearsland,52372247,2022-05-25,8,3046.32,0,0.0,Comoros,Furniture,Wednesday,False,2022,5
Spearsland,52372247,2022-05-26,4,1294.69,15,0.0,Bhutan,Furniture,Thursday,False,2022,5
Spearsland,52372247,2022-05-27,1,380.79,0,0.0,Montenegro,Furniture,Friday,False,2022,5
Spearsland,52372247,2022-05-28,2,723.5,5,0.0,Guam,Furniture,Saturday,False,2022,5
Spearsland,52372247,2022-05-29,4,1523.16,0,0.0,Iceland,Furniture,Sunday,False,2022,5
Spearsland,52372247,2022-05-30,8,3046.32,0,0.0,Seychelles,Furniture,Monday,False,2022,5
Spearsland,52372247,2022-05-31,8,2741.69,10,0.0,Tanzania,Furniture,Tuesday,False,2022,5
Spearsland,52372247,2022-06-01,9,2913.04,15,0.0,Thailand,Furniture,Wednesday,False,2022,6
Spearsland,52372247,2022-06-02,8,3046.32,0,0.0,British Indian Ocean Territory (Chagos Archipelago),Furniture,Thursday,False,2022,6
Spearsland,52372247,2022-06-03,9,3427.11,0,0.0,Ethiopia,Furniture,Friday,False,2022,6
Spearsland,52372247,2022-06-04,4,1523.16,0,0.0,Christmas Island,Furniture,Saturday,False,2022,6
Spearsland,52372247,2022-06-05,8,3046.32,0,86.0,Brazil,Furniture,Sunday,False,2022,6
Spearsland,52372247,2022-06-06,4,1523.16,0,124.0,Tanzania,Furniture,Monday,False,2022,6
Spearsland,52372247,2022-06-07,6,2284.74,0,4.0,Ukraine,Furniture,Tuesday,False,2022,6
Spearsland,52372247,2022-06-08,6,2170.5,5,75.0,South Georgia and the South Sandwich Islands,Furniture,Wednesday,False,2022,6
Spearsland,52372247,2022-06-09,6,2284.74,0,0.0,Serbia,Furniture,Thursday,False,2022,6
Spearsland,52372247,2022-06-10,9,3427.11,0,36.0,Marshall Islands,Furniture,Friday,False,2022,6
Spearsland,52372247,2022-06-11,2,761.58,0,0.0,Bosnia and Herzegovina,Furniture,Saturday,False,2022,6
Spearsland,52372247,2022-06-12,2,609.26,20,42.0,Nepal,Furniture,Sunday,False,2022,6
Spearsland,52372247,2022-06-13,1,380.79,0,0.0,Saint Lucia,Furniture,Monday,False,2022,6
Spearsland,52372247,2022-06-14,4,1294.69,15,0.0,Rwanda,Furniture,Tuesday,False,2022,6
Spearsland,52372247,2022-06-15,6,2284.74,0,33.0,Seychelles,Furniture,Wednesday,False,2022,6
Spearsland,52372247,2022-06-16,3,1085.25,5,0.0,Benin,Furniture,Thursday,False,2022,6
Spearsland,52372247,2022-06-17,6,2284.74,0,68.0,Nigeria,Furniture,Friday,False,2022,6
Spearsland,52372247,2022-06-18,5,1903.95,0,0.0,Tonga,Furniture,Saturday,False,2022,6
Spearsland,52372247,2022-06-19,4,1523.16,0,0.0,Guyana,Furniture,Sunday,False,2022,6
Spearsland,52372247,2022-06-20,9,3427.11,0,0.0,Antarctica (the territory South of 60 deg S),Furniture,Monday,False,2022,6
Spearsland,52372247,2022-06-21,8,3046.32,0,73.0,Mongolia,Furniture,Tuesday,False,2022,6
Spearsland,52372247,2022-06-22,9,3427.11,0,14.0,Fiji,Furniture,Wednesday,False,2022,6
Spearsland,52372247,2022-06-23,9,3427.11,0,0.0,Portugal,Furniture,Thursday,False,2022,6
Spearsland,52372247,2022-06-24,4,1523.16,0,0.0,Seychelles,Furniture,Friday,False,2022,6
Spearsland,52372247,2022-06-25,8,3046.32,0,0.0,Taiwan,Furniture,Saturday,False,2022,6
Spearsland,52372247,2022-06-26,7,2665.53,0,183.0,Bahrain,Furniture,Sunday,False,2022,6
Spearsland,52372247,2022-06-27,6,2284.74,0,0.0,Argentina,Furniture,Monday,False,2022,6
Spearsland,52372247,2022-06-28,8,3046.32,0,36.0,Indonesia,Furniture,Tuesday,False,2022,6
Spearsland,52372247,2022-06-29,8,3046.32,0,0.0,Papua New Guinea,Furniture,Wednesday,False,2022,6
Spearsland,52372247,2022-06-30,3,1142.37,0,0.0,Ireland,Furniture,Thursday,False,2022,6
Spearsland,52372247,2022-07-01,7,2665.53,0,117.0,Jordan,Furniture,Friday,False,2022,7
Spearsland,52372247,2022-07-02,3,1142.37,0,0.0,Bahrain,Furniture,Saturday,False,2022,7
Spearsland,52372247,2022-07-03,10,3807.9,0,195.0,Slovakia (Slovak Republic),Furniture,Sunday,False,2022,7
Spearsland,52372247,2022-07-04,6,2284.74,0,0.0,Afghanistan,Furniture,Monday,False,2022,7
Spearsland,52372247,2022-07-05,3,1142.37,0,34.0,Gibraltar,Furniture,Tuesday,False,2022,7
Spearsland,52372247,2022-07-06,6,2284.74,0,105.0,Mauritania,Furniture,Wednesday,False,2022,7
Spearsland,52372247,2022-07-07,6,2284.74,0,91.0,Cote d'Ivoire,Furniture,Thursday,False,2022,7
Spearsland,52372247,2022-07-08,5,1903.95,0,149.0,Cocos (Keeling) Islands,Furniture,Friday,False,2022,7
Spearsland,52372247,2022-07-09,6,2284.74,0,150.0,Svalbard & Jan Mayen Islands,Furniture,Saturday,False,2022,7
Spearsland,52372247,2022-07-10,6,2284.74,0,150.0,Marshall Islands,Furniture,Sunday,False,2022,7
Spearsland,52372247,2022-07-11,9,3427.11,0,0.0,Congo,Furniture,Monday,False,2022,7
Spearsland,52372247,2022-07-12,6,2284.74,0,162.0,Cook Islands,Furniture,Tuesday,False,2022,7
Spearsland,52372247,2022-07-13,7,2665.53,0,0.0,Luxembourg,Furniture,Wednesday,False,2022,7
Spearsland,52372247,2022-07-14,7,2665.53,0,195.0,Panama,Furniture,Thursday,False,2022,7
Spearsland,52372247,2022-07-15,7,2665.53,0,133.0,Panama,Furniture,Friday,False,2022,7
Spearsland,52372247,2022-07-16,0,0.0,5,0.0,Eritrea,Furniture,Saturday,False,2022,7
Spearsland,52372247,2022-07-17,4,1370.84,10,0.0,Spain,Furniture,Sunday,False,2022,7
Spearsland,52372247,2022-07-18,5,1903.95,0,6.0,Serbia,Furniture,Monday,False,2022,7
Spearsland,52372247,2022-07-19,7,2665.53,0,0.0,Greenland,Furniture,Tuesday,False,2022,7
Spearsland,52372247,2022-07-20,5,1903.95,0,13.0,Puerto Rico,Furniture,Wednesday,False,2022,7
Spearsland,52372247,2022-07-21,5,1903.95,0,0.0,Djibouti,Furniture,Thursday,False,2022,7
Spearsland,52372247,2022-07-22,9,2913.04,15,187.0,France,Furniture,Friday,False,2022,7
Spearsland,52372247,2022-07-23,6,2284.74,0,81.0,Hong Kong,Furniture,Saturday,False,2022,7
Spearsland,52372247,2022-07-24,12,4569.48,0,28.0,Mauritania,Furniture,Sunday,False,2022,7
Spearsland,52372247,2022-07-25,9,3427.11,0,87.0,French Polynesia,Furniture,Monday,False,2022,7
Spearsland,52372247,2022-07-26,5,1713.56,10,0.0,United States of America,Furniture,Tuesday,False,2022,7
Spearsland,52372247,2022-07-27,2,761.58,0,158.0,Ecuador,Furniture,Wednesday,False,2022,7
Spearsland,52372247,2022-07-28,6,2170.5,5,111.0,Swaziland,Furniture,Thursday,False,2022,7
Spearsland,52372247,2022-07-29,7,2665.53,0,0.0,Tonga,Furniture,Friday,False,2022,7
Spearsland,52372247,2022-07-30,7,2665.53,0,0.0,Italy,Furniture,Saturday,False,2022,7
Spearsland,52372247,2022-07-31,10,3807.9,0,123.0,Peru,Furniture,Sunday,False,2022,7
Spearsland,52372247,2022-08-01,6,1827.79,20,31.0,Nicaragua,Furniture,Monday,False,2022,8
Spearsland,52372247,2022-08-02,6,2284.74,0,0.0,Bahrain,Furniture,Tuesday,False,2022,8
Spearsland,52372247,2022-08-03,2,761.58,0,0.0,South Georgia and the South Sandwich Islands,Furniture,Wednesday,False,2022,8
Spearsland,52372247,2022-08-04,6,2284.74,0,150.0,Mauritius,Furniture,Thursday,False,2022,8
Spearsland,52372247,2022-08-07,12,4569.48,0,0.0,Turks and Caicos Islands,Furniture,Sunday,False,2022,8
Spearsland,52372247,2022-08-08,7,2665.53,0,0.0,Hong Kong,Furniture,Monday,False,2022,8
Spearsland,52372247,2022-08-09,3,1085.25,5,0.0,Montserrat,Furniture,Tuesday,False,2022,8
Spearsland,52372247,2022-08-10,6,2170.5,5,0.0,Maldives,Furniture,Wednesday,False,2022,8
Spearsland,52372247,2022-08-11,9,2741.69,20,0.0,Armenia,Furniture,Thursday,False,2022,8
Spearsland,52372247,2022-08-12,6,2284.74,0,62.0,Russian Federation,Furniture,Friday,False,2022,8
Spearsland,52372247,2022-08-13,14,5331.06,0,0.0,Western Sahara,Furniture,Saturday,False,2022,8
Spearsland,52372247,2022-08-14,7,2665.53,0,0.0,Afghanistan,Furniture,Sunday,False,2022,8
Spearsland,52372247,2022-08-15,7,2665.53,0,48.0,Nicaragua,Furniture,Monday,False,2022,8
Spearsland,52372247,2022-08-16,9,3427.11,0,59.0,Nigeria,Furniture,Tuesday,False,2022,8
Spearsland,52372247,2022-08-17,5,1808.75,5,134.0,Spain,Furniture,Wednesday,False,2022,8
Spearsland,52372247,2022-08-18,6,2284.74,0,44.0,Denmark,Furniture,Thursday,False,2022,8
Spearsland,52372247,2022-08-19,5,1903.95,0,0.0,Vanuatu,Furniture,Friday,False,2022,8
Spearsland,52372247,2022-08-20,6,2284.74,0,153.0,Vanuatu,Furniture,Saturday,False,2022,8
Spearsland,52372247,2022-08-21,9,3427.11,0,88.0,French Southern Territories,Furniture,Sunday,False,2022,8
Spearsland,52372247,2022-08-22,3,1142.37,0,70.0,Burundi,Furniture,Monday,False,2022,8
Spearsland,52372247,2022-08-23,10,3617.5,5,84.0,Liberia,Furniture,Tuesday,False,2022,8
Spearsland,52372247,2022-08-24,3,1142.37,0,166.0,Singapore,Furniture,Wednesday,False,2022,8
Spearsland,52372247,2022-08-25,5,1903.95,0,134.0,Saudi Arabia,Furniture,Thursday,False,2022,8
Spearsland,52372247,2022-08-26,5,1618.36,15,0.0,Martinique,Furniture,Friday,False,2022,8
Spearsland,52372247,2022-08-27,6,2056.27,10,0.0,Turks and Caicos Islands,Furniture,Saturday,False,2022,8
Spearsland,52372247,2022-08-28,7,2665.53,0,0.0,Tokelau,Furniture,Sunday,False,2022,8
Spearsland,52372247,2022-08-29,9,3427.11,0,0.0,Somalia,Furniture,Monday,False,2022,8
Spearsland,52372247,2022-08-30,7,2665.53,0,128.0,Norfolk Island,Furniture,Tuesday,False,2022,8
Spearsland,52372247,2022-08-31,5,1903.95,0,0.0,Israel,Furniture,Wednesday,False,2022,8
Spearsland,52372247,2022-09-01,7,2665.53,0,155.0,Tunisia,Furniture,Thursday,False,2022,9
Spearsland,52372247,2022-09-02,3,1142.37,0,0.0,Ghana,Furniture,Friday,False,2022,9
Spearsland,52372247,2022-09-03,7,2665.53,0,0.0,Namibia,Furniture,Saturday,False,2022,9
Spearsland,52372247,2022-09-04,10,3807.9,0,20.0,Ukraine,Furniture,Sunday,False,2022,9
Spearsland,52372247,2022-09-05,3,1142.37,0,0.0,Romania,Furniture,Monday,False,2022,9
Spearsland,52372247,2022-09-06,9,2741.69,20,0.0,Sao Tome and Principe,Furniture,Tuesday,False,2022,9
Spearsland,52372247,2022-09-07,3,1142.37,0,199.0,Turks and Caicos Islands,Furniture,Wednesday,False,2022,9
Spearsland,52372247,2022-09-09,2,761.58,0,141.0,Mayotte,Furniture,Friday,False,2022,9
Spearsland,52372247,2022-09-10,7,2665.53,0,186.0,Maldives,Furniture,Saturday,False,2022,9
Spearsland,52372247,2022-09-11,7,2665.53,0,83.0,Turks and Caicos Islands,Furniture,Sunday,False,2022,9
Spearsland,52372247,2022-09-12,2,761.58,0,82.0,Switzerland,Furniture,Monday,False,2022,9
Spearsland,52372247,2022-09-13,14,4531.4,15,29.0,Ukraine,Furniture,Tuesday,False,2022,9
Spearsland,52372247,2022-09-14,3,1142.37,0,40.0,Jordan,Furniture,Wednesday,False,2022,9
Spearsland,52372247,2022-09-15,7,2132.42,20,0.0,Latvia,Furniture,Thursday,False,2022,9
Spearsland,52372247,2022-09-16,7,2265.7,15,188.0,Egypt,Furniture,Friday,False,2022,9
Spearsland,52372247,2022-09-17,3,1142.37,0,86.0,Peru,Furniture,Saturday,False,2022,9
Spearsland,52372247,2022-09-18,10,3807.9,0,0.0,Grenada,Furniture,Sunday,False,2022,9
